date,number_cases_sold,cookie_type,troop_id,number_of_girls,period,SU Name,SU #
2020,77.75,Thin Mints,1,8,1,Irvington/Fountain,625
2024,3.083333333,"Toffee-
tastic",1,4,5,Irvington/Fountain Square,625
2024,9.083333333,Trefoils,1,4,5,Irvington/Fountain Square,625
2024,54.25,Thin Mints,1,4,5,Irvington/Fountain Square,625
2024,21.41666667,"Do-Si-
Dos",1,4,5,Irvington/Fountain Square,625
2024,26.5,Samoas,1,4,5,Irvington/Fountain Square,625
2024,12.91666667,Adventurefuls,1,4,5,Irvington/Fountain Square,625
2022,7.583333333,"Toffee-
tastic",1,7,3,Irvington/Fountain Square,625
2023,57.83333333,Tagalongs,1,9,4,Irvington/Fountain Square,625
2023,25.5,Lemon-Ups,1,9,4,Irvington/Fountain Square,625
2023,14.0,"Toffee-
tastic",1,9,4,Irvington/Fountain Square,625
2023,36.0,Trefoils,1,9,4,Irvington/Fountain Square,625
2023,89.25,Thin Mints,1,9,4,Irvington/Fountain Square,625
2023,46.58333333,"Do-Si-
Dos",1,9,4,Irvington/Fountain Square,625
2024,8.166666667,Lemon-Ups,1,4,5,Irvington/Fountain Square,625
2023,55.0,Samoas,1,9,4,Irvington/Fountain Square,625
2021,73.91666667,Thin Mints,1,7,2,Irvington/Fountain Square,625
2021,17.25,Lemon-Ups,1,7,2,Irvington/Fountain Square,625
2021,24.75,Trefoils,1,7,2,Irvington/Fountain Square,625
2021,30.5,"Do-Si-
Dos",1,7,2,Irvington/Fountain Square,625
2021,49.5,Samoas,1,7,2,Irvington/Fountain Square,625
2021,12.0,"Toffee-
tastic",1,7,2,Irvington/Fountain Square,625
2021,40.75,Tagalongs,1,7,2,Irvington/Fountain Square,625
2022,46.58333333,"Do-Si-
Dos",1,7,3,Irvington/Fountain Square,625
2022,46.33333333,Tagalongs,1,7,3,Irvington/Fountain Square,625
2022,25.75,Trefoils,1,7,3,Irvington/Fountain Square,625
2022,20.41666667,Lemon-Ups,1,7,3,Irvington/Fountain Square,625
2022,41.0,Samoas,1,7,3,Irvington/Fountain Square,625
2022,22.33333333,Adventurefuls,1,7,3,Irvington/Fountain Square,625
2023,45.33333333,Adventurefuls,1,9,4,Irvington/Fountain Square,625
2024,22.66666667,Tagalongs,1,4,5,Irvington/Fountain Square,625
2022,88.25,Thin Mints,1,7,3,Irvington/Fountain Square,625
2020,27.83333333,Trefoils,1,8,1,Irvington/Fountain,625
2020,49.08333333,Samoas,1,8,1,Irvington/Fountain,625
2020,33.33333333,"Do-Si-
Dos",1,8,1,Irvington/Fountain,625
2020,35.41666667,Tagalongs,1,8,1,Irvington/Fountain,625
2020,9.416666667,"Toffee-
tastic",1,8,1,Irvington/Fountain,625
2021,2.666666667,"Toffee-
tastic",2,4,2,Irvington/Fountain Square,625
2022,3.25,Tagalongs,2,5,3,Irvington/Fountain Square,625
2021,7.25,Tagalongs,2,4,2,Irvington/Fountain Square,625
2020,5.833333333,"Toffee-
tastic",2,8,1,Irvington/Fountain,625
2022,1.666666667,Adventurefuls,2,5,3,Irvington/Fountain Square,625
2020,16.66666667,Trefoils,2,8,1,Irvington/Fountain,625
2020,44.58333333,Thin Mints,2,8,1,Irvington/Fountain,625
2020,29.25,Samoas,2,8,1,Irvington/Fountain,625
2020,25.58333333,Tagalongs,2,8,1,Irvington/Fountain,625
2021,5.083333333,Trefoils,2,4,2,Irvington/Fountain Square,625
2021,7.416666667,Samoas,2,4,2,Irvington/Fountain Square,625
2021,11.91666667,Thin Mints,2,4,2,Irvington/Fountain Square,625
2021,2.916666667,Lemon-Ups,2,4,2,Irvington/Fountain Square,625
2021,5.083333333,"Do-Si-
Dos",2,4,2,Irvington/Fountain Square,625
2020,16.66666667,"Do-Si-
Dos",2,8,1,Irvington/Fountain,625
2022,3.75,"Do-Si-
Dos",2,5,3,Irvington/Fountain Square,625
2022,4.416666667,Samoas,2,5,3,Irvington/Fountain Square,625
2022,3.583333333,Lemon-Ups,2,5,3,Irvington/Fountain Square,625
2022,9.75,Thin Mints,2,5,3,Irvington/Fountain Square,625
2022,3.5,Trefoils,2,5,3,Irvington/Fountain Square,625
2023,0.0,"Do-Si-
Dos",2,0,4,Irvington/Fountain Square,625
2023,0.0,Lemon-Ups,2,0,4,Irvington/Fountain Square,625
2023,0.0,Thin Mints,2,0,4,Irvington/Fountain Square,625
2023,0.0,Samoas,2,0,4,Irvington/Fountain Square,625
2023,0.0,"Toffee-
tastic",2,0,4,Irvington/Fountain Square,625
2023,0.0,Trefoils,2,0,4,Irvington/Fountain Square,625
2023,0.0,Adventurefuls,2,0,4,Irvington/Fountain Square,625
2023,0.0,Tagalongs,2,0,4,Irvington/Fountain Square,625
2022,2.333333333,"Toffee-
tastic",2,5,3,Irvington/Fountain Square,625
2020,0.0,Trefoils,3,0,1,Irvington/Fountain,625
2020,0.0,Thin Mints,3,0,1,Irvington/Fountain,625
2020,0.0,"Toffee-
tastic",3,0,1,Irvington/Fountain,625
2020,0.0,Samoas,3,0,1,Irvington/Fountain,625
2020,0.0,Tagalongs,3,0,1,Irvington/Fountain,625
2020,0.0,"Do-Si-
Dos",3,0,1,Irvington/Fountain,625
2020,11.0,"Do-Si-
Dos",4,7,1,Irvington/Fountain,625
2020,4.083333333,"Toffee-
tastic",4,7,1,Irvington/Fountain,625
2020,39.08333333,Thin Mints,4,7,1,Irvington/Fountain,625
2020,19.0,Tagalongs,4,7,1,Irvington/Fountain,625
2023,0.0,Lemon-Ups,4,0,4,Irvington/Fountain Square,625
2023,0.0,Adventurefuls,4,0,4,Irvington/Fountain Square,625
2023,0.0,Thin Mints,4,0,4,Irvington/Fountain Square,625
2023,0.0,"Toffee-
tastic",4,0,4,Irvington/Fountain Square,625
2023,0.0,Samoas,4,0,4,Irvington/Fountain Square,625
2021,3.916666667,"Do-Si-
Dos",4,3,2,Irvington/Fountain Square,625
2023,0.0,Trefoils,4,0,4,Irvington/Fountain Square,625
2021,8.083333333,Tagalongs,4,3,2,Irvington/Fountain Square,625
2022,4.416666667,Tagalongs,4,3,3,Irvington/Fountain Square,625
2022,2.416666667,"Do-Si-
Dos",4,3,3,Irvington/Fountain Square,625
2022,2.5,Trefoils,4,3,3,Irvington/Fountain Square,625
2022,2.083333333,Lemon-Ups,4,3,3,Irvington/Fountain Square,625
2022,8.083333333,Thin Mints,4,3,3,Irvington/Fountain Square,625
2021,5.25,Trefoils,4,3,2,Irvington/Fountain Square,625
2022,8.25,Samoas,4,3,3,Irvington/Fountain Square,625
2020,25.58333333,Samoas,4,7,1,Irvington/Fountain,625
2020,12.41666667,Trefoils,4,7,1,Irvington/Fountain,625
2022,3.0,Adventurefuls,4,3,3,Irvington/Fountain Square,625
2022,0.5,"Toffee-
tastic",4,3,3,Irvington/Fountain Square,625
2023,0.0,"Do-Si-
Dos",4,0,4,Irvington/Fountain Square,625
2023,0.0,Tagalongs,4,0,4,Irvington/Fountain Square,625
2021,11.66666667,Samoas,4,3,2,Irvington/Fountain Square,625
2021,2.916666667,Lemon-Ups,4,3,2,Irvington/Fountain Square,625
2021,1.5,"Toffee-
tastic",4,3,2,Irvington/Fountain Square,625
2021,13.08333333,Thin Mints,4,3,2,Irvington/Fountain Square,625
2024,15.58333333,Adventurefuls,5,16,5,Irvington/Fountain Square,625
2024,6.333333333,"Toffee-
tastic",5,16,5,Irvington/Fountain Square,625
2024,16.66666667,Trefoils,5,16,5,Irvington/Fountain Square,625
2020,8.0,Thin Mints,5,6,1,Lourdes,1005
2020,3.0,Trefoils,5,6,1,Lourdes,1005
2024,28.33333333,Tagalongs,5,16,5,Irvington/Fountain Square,625
2024,32.16666667,Samoas,5,16,5,Irvington/Fountain Square,625
2024,11.75,Lemon-Ups,5,16,5,Irvington/Fountain Square,625
2020,5.333333333,Samoas,5,6,1,Lourdes,1005
2020,5.25,Tagalongs,5,6,1,Lourdes,1005
2020,2.0,"Toffee-
tastic",5,6,1,Lourdes,1005
2023,8.0,Lemon-Ups,5,9,4,Irvington/Fountain Square,625
2023,17.41666667,Tagalongs,5,9,4,Irvington/Fountain Square,625
2023,18.0,Samoas,5,9,4,Irvington/Fountain Square,625
2023,4.0,"Toffee-
tastic",5,9,4,Irvington/Fountain Square,625
2023,8.0,Adventurefuls,5,9,4,Irvington/Fountain Square,625
2023,8.5,Trefoils,5,9,4,Irvington/Fountain Square,625
2020,3.166666667,"Do-Si-
Dos",5,6,1,Lourdes,1005
2023,13.16666667,"Do-Si-
Dos",5,9,4,Irvington/Fountain Square,625
2023,30.58333333,Thin Mints,5,9,4,Irvington/Fountain Square,625
2021,0.833333333,"Toffee-
tastic",5,4,2,Lourdes,1005
2022,7.0,Thin Mints,5,5,3,Lourdes,1005
2022,3.5,Samoas,5,5,3,Lourdes,1005
2022,2.0,"Do-Si-
Dos",5,5,3,Lourdes,1005
2022,2.0,Trefoils,5,5,3,Lourdes,1005
2022,1.0,Lemon-Ups,5,5,3,Lourdes,1005
2022,1.0,"Toffee-
tastic",5,5,3,Lourdes,1005
2022,3.5,Adventurefuls,5,5,3,Lourdes,1005
2022,3.166666667,Tagalongs,5,5,3,Lourdes,1005
2024,21.58333333,"Do-Si-
Dos",5,16,5,Irvington/Fountain Square,625
2024,58.33333333,Thin Mints,5,16,5,Irvington/Fountain Square,625
2021,4.916666667,Thin Mints,5,4,2,Lourdes,1005
2021,2.5,Tagalongs,5,4,2,Lourdes,1005
2021,1.333333333,Lemon-Ups,5,4,2,Lourdes,1005
2021,2.25,Samoas,5,4,2,Lourdes,1005
2021,2.666666667,"Do-Si-
Dos",5,4,2,Lourdes,1005
2021,1.666666667,Trefoils,5,4,2,Lourdes,1005
2021,0.0,Samoas,8,0,2,Winding Trails,642
2021,0.0,"Do-Si-
Dos",8,0,2,Winding Trails,642
2021,0.0,"Toffee-
tastic",8,0,2,Winding Trails,642
2021,0.0,Thin Mints,8,0,2,Winding Trails,642
2020,22.25,Tagalongs,8,16,1,Winding Trails,642
2021,0.0,Lemon-Ups,8,0,2,Winding Trails,642
2020,6.75,"Toffee-
tastic",8,16,1,Winding Trails,642
2021,0.0,Trefoils,8,0,2,Winding Trails,642
2021,0.0,Tagalongs,8,0,2,Winding Trails,642
2020,22.58333333,Samoas,8,16,1,Winding Trails,642
2020,13.16666667,Trefoils,8,16,1,Winding Trails,642
2020,41.33333333,Thin Mints,8,16,1,Winding Trails,642
2020,15.0,"Do-Si-
Dos",8,16,1,Winding Trails,642
2020,1.166666667,"Toffee-
tastic",9,3,1,Perry Township,672
2020,7.166666667,"Do-Si-
Dos",9,3,1,Perry Township,672
2020,8.333333333,Samoas,9,3,1,Perry Township,672
2022,5.166666667,Tagalongs,9,1,3,Perry Township,672
2022,1.833333333,Lemon-Ups,9,1,3,Perry Township,672
2022,0.25,"Toffee-
tastic",9,1,3,Perry Township,672
2022,4.75,Samoas,9,1,3,Perry Township,672
2022,2.083333333,Trefoils,9,1,3,Perry Township,672
2022,10.33333333,Thin Mints,9,1,3,Perry Township,672
2022,2.083333333,"Do-Si-
Dos",9,1,3,Perry Township,672
2022,4.0,Adventurefuls,9,1,3,Perry Township,672
2024,1.166666667,Tagalongs,9,2,5,Perry Township,672
2024,2.333333333,Thin Mints,9,2,5,Perry Township,672
2024,0.083333333,Adventurefuls,9,2,5,Perry Township,672
2024,0.5,"Do-Si-
Dos",9,2,5,Perry Township,672
2024,0.666666667,Trefoils,9,2,5,Perry Township,672
2024,0.75,Samoas,9,2,5,Perry Township,672
2024,0.416666667,Lemon-Ups,9,2,5,Perry Township,672
2024,0.25,"Toffee-
tastic",9,2,5,Perry Township,672
2020,6.833333333,Tagalongs,9,3,1,Perry Township,672
2020,5.25,Trefoils,9,3,1,Perry Township,672
2020,16.08333333,Thin Mints,9,3,1,Perry Township,672
2021,1.333333333,Trefoils,9,2,2,Perry Township,672
2023,0.416666667,"Do-Si-
Dos",9,2,4,Perry Township,672
2023,0.916666667,Samoas,9,2,4,Perry Township,672
2023,0.083333333,Adventurefuls,9,2,4,Perry Township,672
2023,0.583333333,Tagalongs,9,2,4,Perry Township,672
2021,2.666666667,Samoas,9,2,2,Perry Township,672
2021,2.75,"Do-Si-
Dos",9,2,2,Perry Township,672
2021,3.333333333,Tagalongs,9,2,2,Perry Township,672
2023,0.083333333,"Toffee-
tastic",9,2,4,Perry Township,672
2021,0.5,"Toffee-
tastic",9,2,2,Perry Township,672
2021,7.166666667,Thin Mints,9,2,2,Perry Township,672
2021,2.25,Lemon-Ups,9,2,2,Perry Township,672
2023,1.25,Thin Mints,9,2,4,Perry Township,672
2023,0.666666667,Trefoils,9,2,4,Perry Township,672
2023,0.5,Lemon-Ups,9,2,4,Perry Township,672
2022,14.16666667,Tagalongs,13,5,3,Lourdes,1005
2020,0.0,Tagalongs,13,0,1,Lourdes,1005
2022,8.916666667,Trefoils,13,5,3,Lourdes,1005
2022,12.16666667,Adventurefuls,13,5,3,Lourdes,1005
2022,29.66666667,Thin Mints,13,5,3,Lourdes,1005
2021,9.166666667,"Do-Si-
Dos",13,6,2,Lourdes,1005
2021,2.75,"Toffee-
tastic",13,6,2,Lourdes,1005
2021,6.666666667,Lemon-Ups,13,6,2,Lourdes,1005
2020,0.0,Thin Mints,13,0,1,Lourdes,1005
2021,13.41666667,Tagalongs,13,6,2,Lourdes,1005
2021,8.5,Trefoils,13,6,2,Lourdes,1005
2021,23.91666667,Thin Mints,13,6,2,Lourdes,1005
2021,16.41666667,Samoas,13,6,2,Lourdes,1005
2020,0.0,Trefoils,13,0,1,Lourdes,1005
2022,10.0,"Do-Si-
Dos",13,5,3,Lourdes,1005
2020,0.0,"Toffee-
tastic",13,0,1,Lourdes,1005
2020,0.0,"Do-Si-
Dos",13,0,1,Lourdes,1005
2020,0.0,Samoas,13,0,1,Lourdes,1005
2022,3.833333333,"Toffee-
tastic",13,5,3,Lourdes,1005
2022,8.416666667,Lemon-Ups,13,5,3,Lourdes,1005
2022,16.08333333,Samoas,13,5,3,Lourdes,1005
2024,4.75,"Toffee-
tastic",13,4,5,Irvington/Fountain Square,625
2023,9.416666667,"Do-Si-
Dos",13,4,4,Irvington/Fountain Square,625
2023,7.166666667,Adventurefuls,13,4,4,Irvington/Fountain Square,625
2023,11.66666667,Tagalongs,13,4,4,Irvington/Fountain Square,625
2023,6.75,Trefoils,13,4,4,Irvington/Fountain Square,625
2023,21.58333333,Thin Mints,13,4,4,Irvington/Fountain Square,625
2023,4.0,"Toffee-
tastic",13,4,4,Irvington/Fountain Square,625
2024,6.333333333,Lemon-Ups,13,4,5,Irvington/Fountain Square,625
2024,10.66666667,"Do-Si-
Dos",13,4,5,Irvington/Fountain Square,625
2023,12.75,Samoas,13,4,4,Irvington/Fountain Square,625
2024,11.75,Tagalongs,13,4,5,Irvington/Fountain Square,625
2024,14.08333333,Samoas,13,4,5,Irvington/Fountain Square,625
2024,9.666666667,Trefoils,13,4,5,Irvington/Fountain Square,625
2024,28.33333333,Thin Mints,13,4,5,Irvington/Fountain Square,625
2024,6.583333333,Adventurefuls,13,4,5,Irvington/Fountain Square,625
2023,5.416666667,Lemon-Ups,13,4,4,Irvington/Fountain Square,625
2021,0.0,"Do-Si-
Dos",15,0,2,Irvington/Fountain Square,625
2022,0.0,"Toffee-
tastic",15,0,3,Irvington/Fountain Square,625
2022,0.0,Lemon-Ups,15,0,3,Irvington/Fountain Square,625
2022,0.0,Tagalongs,15,0,3,Irvington/Fountain Square,625
2021,0.0,Samoas,15,0,2,Irvington/Fountain Square,625
2021,0.0,Trefoils,15,0,2,Irvington/Fountain Square,625
2021,0.0,Lemon-Ups,15,0,2,Irvington/Fountain Square,625
2020,9.0,"Do-Si-
Dos",15,3,1,Irvington/Fountain,625
2020,1.0,"Toffee-
tastic",15,3,1,Irvington/Fountain,625
2021,0.0,Tagalongs,15,0,2,Irvington/Fountain Square,625
2020,12.0,Tagalongs,15,3,1,Irvington/Fountain,625
2020,6.0,Trefoils,15,3,1,Irvington/Fountain,625
2022,0.0,Trefoils,15,0,3,Irvington/Fountain Square,625
2022,0.0,Thin Mints,15,0,3,Irvington/Fountain Square,625
2022,0.0,Adventurefuls,15,0,3,Irvington/Fountain Square,625
2022,0.0,"Do-Si-
Dos",15,0,3,Irvington/Fountain Square,625
2022,0.0,Samoas,15,0,3,Irvington/Fountain Square,625
2021,0.0,"Toffee-
tastic",15,0,2,Irvington/Fountain Square,625
2021,0.0,Thin Mints,15,0,2,Irvington/Fountain Square,625
2020,13.5,Thin Mints,15,3,1,Irvington/Fountain,625
2020,11.0,Samoas,15,3,1,Irvington/Fountain,625
2020,6.0,"Toffee-
tastic",18,6,1,Southeast Indy,627
2020,22.0,Tagalongs,18,6,1,Southeast Indy,627
2020,33.16666667,Thin Mints,18,6,1,Southeast Indy,627
2020,20.16666667,Samoas,18,6,1,Southeast Indy,627
2020,19.16666667,"Do-Si-
Dos",18,6,1,Southeast Indy,627
2020,15.0,Trefoils,18,6,1,Southeast Indy,627
2024,28.0,Tagalongs,18,6,5,Southeast Indy,627
2024,60.08333333,Thin Mints,18,6,5,Southeast Indy,627
2024,17.41666667,Trefoils,18,6,5,Southeast Indy,627
2024,21.75,Adventurefuls,18,6,5,Southeast Indy,627
2024,25.66666667,"Do-Si-
Dos",18,6,5,Southeast Indy,627
2024,13.33333333,Lemon-Ups,18,6,5,Southeast Indy,627
2024,39.0,Samoas,18,6,5,Southeast Indy,627
2024,6.0,"Toffee-
tastic",18,6,5,Southeast Indy,627
2023,0.0,"Toffee-
tastic",20,0,4,Warren Township,617
2023,0.0,Trefoils,20,0,4,Warren Township,617
2023,0.0,Tagalongs,20,0,4,Warren Township,617
2023,0.0,Samoas,20,0,4,Warren Township,617
2021,9.083333333,Lemon-Ups,20,8,2,Warren Township,617
2021,4.5,"Toffee-
tastic",20,8,2,Warren Township,617
2023,0.0,Thin Mints,20,0,4,Warren Township,617
2023,0.0,Lemon-Ups,20,0,4,Warren Township,617
2021,13.75,Trefoils,20,8,2,Warren Township,617
2020,27.75,Tagalongs,20,23,1,Warren Township,617
2022,17.75,Trefoils,20,18,3,Warren Township,617
2020,7.083333333,"Toffee-
tastic",20,23,1,Warren Township,617
2022,20.83333333,Tagalongs,20,18,3,Warren Township,617
2022,18.16666667,"Do-Si-
Dos",20,18,3,Warren Township,617
2022,16.08333333,Adventurefuls,20,18,3,Warren Township,617
2022,5.5,"Toffee-
tastic",20,18,3,Warren Township,617
2021,21.33333333,Samoas,20,8,2,Warren Township,617
2022,25.66666667,Samoas,20,18,3,Warren Township,617
2022,18.16666667,Lemon-Ups,20,18,3,Warren Township,617
2024,0.0,Adventurefuls,20,0,5,Warren Township,617
2024,0.0,Samoas,20,0,5,Warren Township,617
2024,0.0,Trefoils,20,0,5,Warren Township,617
2024,0.0,"Toffee-
tastic",20,0,5,Warren Township,617
2021,17.25,"Do-Si-
Dos",20,8,2,Warren Township,617
2024,0.0,"Do-Si-
Dos",20,0,5,Warren Township,617
2024,0.0,Tagalongs,20,0,5,Warren Township,617
2024,0.0,Lemon-Ups,20,0,5,Warren Township,617
2024,0.0,Thin Mints,20,0,5,Warren Township,617
2023,0.0,Adventurefuls,20,0,4,Warren Township,617
2023,0.0,"Do-Si-
Dos",20,0,4,Warren Township,617
2022,52.16666667,Thin Mints,20,18,3,Warren Township,617
2020,59.91666667,Thin Mints,20,23,1,Warren Township,617
2020,18.33333333,Trefoils,20,23,1,Warren Township,617
2020,31.75,Samoas,20,23,1,Warren Township,617
2021,42.16666667,Thin Mints,20,8,2,Warren Township,617
2020,25.5,"Do-Si-
Dos",20,23,1,Warren Township,617
2021,22.66666667,Tagalongs,20,8,2,Warren Township,617
2020,0.0,Samoas,21,0,1,MidTown,635
2020,0.0,"Do-Si-
Dos",21,0,1,MidTown,635
2020,0.0,Trefoils,21,0,1,MidTown,635
2020,0.0,"Toffee-
tastic",21,0,1,MidTown,635
2020,0.0,Thin Mints,21,0,1,MidTown,635
2020,0.0,Tagalongs,21,0,1,MidTown,635
2020,26.66666667,Thin Mints,23,10,1,Carmel East,663
2021,3.333333333,"Do-Si-
Dos",23,4,2,Carmel East,663
2021,2.416666667,Lemon-Ups,23,4,2,Carmel East,663
2020,13.0,Samoas,23,10,1,Carmel East,663
2020,3.166666667,"Toffee-
tastic",23,10,1,Carmel East,663
2020,7.083333333,"Do-Si-
Dos",23,10,1,Carmel East,663
2020,7.333333333,Trefoils,23,10,1,Carmel East,663
2020,12.41666667,Tagalongs,23,10,1,Carmel East,663
2021,4.916666667,Samoas,23,4,2,Carmel East,663
2021,3.416666667,Tagalongs,23,4,2,Carmel East,663
2022,0.0,Tagalongs,23,0,3,Carmel East,663
2022,0.0,Trefoils,23,0,3,Carmel East,663
2022,0.0,Adventurefuls,23,0,3,Carmel East,663
2022,0.0,"Do-Si-
Dos",23,0,3,Carmel East,663
2022,0.0,Samoas,23,0,3,Carmel East,663
2022,0.0,"Toffee-
tastic",23,0,3,Carmel East,663
2022,0.0,Thin Mints,23,0,3,Carmel East,663
2021,2.166666667,"Toffee-
tastic",23,4,2,Carmel East,663
2021,3.25,Trefoils,23,4,2,Carmel East,663
2022,0.0,Lemon-Ups,23,0,3,Carmel East,663
2021,9.75,Thin Mints,23,4,2,Carmel East,663
2023,1.0,"Toffee-
tastic",27,4,4,Irvington/Fountain Square,625
2023,2.416666667,Tagalongs,27,4,4,Irvington/Fountain Square,625
2024,4.166666667,Samoas,27,5,5,Irvington/Fountain Square,625
2023,3.583333333,Samoas,27,4,4,Irvington/Fountain Square,625
2024,2.0,"Do-Si-
Dos",27,5,5,Irvington/Fountain Square,625
2024,4.166666667,Tagalongs,27,5,5,Irvington/Fountain Square,625
2023,2.166666667,Trefoils,27,4,4,Irvington/Fountain Square,625
2024,3.0,Lemon-Ups,27,5,5,Irvington/Fountain Square,625
2020,3.0,"Toffee-
tastic",27,14,1,Lourdes,1005
2023,1.75,Adventurefuls,27,4,4,Irvington/Fountain Square,625
2023,6.75,Thin Mints,27,4,4,Irvington/Fountain Square,625
2023,1.916666667,"Do-Si-
Dos",27,4,4,Irvington/Fountain Square,625
2020,17.16666667,Tagalongs,27,14,1,Lourdes,1005
2020,16.0,Samoas,27,14,1,Lourdes,1005
2020,23.83333333,Thin Mints,27,14,1,Lourdes,1005
2020,5.083333333,Trefoils,27,14,1,Lourdes,1005
2020,7.5,"Do-Si-
Dos",27,14,1,Lourdes,1005
2023,2.0,Lemon-Ups,27,4,4,Irvington/Fountain Square,625
2024,9.0,Thin Mints,27,5,5,Irvington/Fountain Square,625
2024,1.0,"Toffee-
tastic",27,5,5,Irvington/Fountain Square,625
2021,3.583333333,Tagalongs,27,4,2,Lourdes,1005
2021,2.0,Lemon-Ups,27,4,2,Lourdes,1005
2021,2.75,Samoas,27,4,2,Lourdes,1005
2021,2.25,"Do-Si-
Dos",27,4,2,Lourdes,1005
2021,0.833333333,"Toffee-
tastic",27,4,2,Lourdes,1005
2021,2.583333333,Trefoils,27,4,2,Lourdes,1005
2021,6.833333333,Thin Mints,27,4,2,Lourdes,1005
2024,2.083333333,Trefoils,27,5,5,Irvington/Fountain Square,625
2022,2.0,Lemon-Ups,27,5,3,Lourdes,1005
2022,2.333333333,"Do-Si-
Dos",27,5,3,Lourdes,1005
2022,5.083333333,Tagalongs,27,5,3,Lourdes,1005
2022,7.0,Thin Mints,27,5,3,Lourdes,1005
2022,2.333333333,Trefoils,27,5,3,Lourdes,1005
2022,4.0,Samoas,27,5,3,Lourdes,1005
2022,1.083333333,"Toffee-
tastic",27,5,3,Lourdes,1005
2024,2.0,Adventurefuls,27,5,5,Irvington/Fountain Square,625
2022,2.583333333,Adventurefuls,27,5,3,Lourdes,1005
2020,2.666666667,Trefoils,28,1,1,Fulton,608
2020,2.416666667,Samoas,28,1,1,Fulton,608
2020,5.416666667,Thin Mints,28,1,1,Fulton,608
2020,2.083333333,"Do-Si-
Dos",28,1,1,Fulton,608
2020,1.333333333,"Toffee-
tastic",28,1,1,Fulton,608
2020,2.25,Tagalongs,28,1,1,Fulton,608
2022,8.333333333,Lemon-Ups,29,5,3,Avon,610
2022,14.41666667,Samoas,29,5,3,Avon,610
2022,25.33333333,Thin Mints,29,5,3,Avon,610
2022,3.166666667,"Toffee-
tastic",29,5,3,Avon,610
2022,7.916666667,Adventurefuls,29,5,3,Avon,610
2022,9.166666667,Trefoils,29,5,3,Avon,610
2022,13.0,Tagalongs,29,5,3,Avon,610
2022,9.416666667,"Do-Si-
Dos",29,5,3,Avon,610
2020,17.25,Tagalongs,29,7,1,Avon,610
2020,13.41666667,"Do-Si-
Dos",29,7,1,Avon,610
2020,32.58333333,Thin Mints,29,7,1,Avon,610
2021,5.0,"Toffee-
tastic",29,6,2,Avon,610
2021,15.0,Tagalongs,29,6,2,Avon,610
2021,26.83333333,Thin Mints,29,6,2,Avon,610
2021,7.416666667,Lemon-Ups,29,6,2,Avon,610
2021,12.75,Samoas,29,6,2,Avon,610
2021,8.5,"Do-Si-
Dos",29,6,2,Avon,610
2020,18.58333333,Samoas,29,7,1,Avon,610
2020,2.583333333,"Toffee-
tastic",29,7,1,Avon,610
2020,9.25,Trefoils,29,7,1,Avon,610
2021,9.166666667,Trefoils,29,6,2,Avon,610
2023,7.333333333,"Do-Si-
Dos",33,3,4,Ft Ben (Lawrence Township),641
2023,7.5,Trefoils,33,3,4,Ft Ben (Lawrence Township),641
2023,4.5,"Toffee-
tastic",33,3,4,Ft Ben (Lawrence Township),641
2023,9.0,Tagalongs,33,3,4,Ft Ben (Lawrence Township),641
2023,13.5,Samoas,33,3,4,Ft Ben (Lawrence Township),641
2023,7.0,Adventurefuls,33,3,4,Ft Ben (Lawrence Township),641
2020,18.58333333,"Do-Si-
Dos",33,6,1,Ft. Ben (Lawrence Township),641
2020,35.33333333,Thin Mints,33,6,1,Ft. Ben (Lawrence Township),641
2020,14.33333333,Trefoils,33,6,1,Ft. Ben (Lawrence Township),641
2020,5.25,"Toffee-
tastic",33,6,1,Ft. Ben (Lawrence Township),641
2020,14.08333333,Tagalongs,33,6,1,Ft. Ben (Lawrence Township),641
2020,20.33333333,Samoas,33,6,1,Ft. Ben (Lawrence Township),641
2022,10.91666667,Tagalongs,33,3,3,Ft Ben (Lawrence Township),641
2023,8.0,Lemon-Ups,33,3,4,Ft Ben (Lawrence Township),641
2022,29.0,Thin Mints,33,3,3,Ft Ben (Lawrence Township),641
2023,21.0,Thin Mints,33,3,4,Ft Ben (Lawrence Township),641
2024,0.0,"Do-Si-
Dos",33,0,5,Ft Ben (Lawrence Township),641
2024,0.0,"Toffee-
tastic",33,0,5,Ft Ben (Lawrence Township),641
2024,0.0,Adventurefuls,33,0,5,Ft Ben (Lawrence Township),641
2024,0.0,Thin Mints,33,0,5,Ft Ben (Lawrence Township),641
2024,0.0,Tagalongs,33,0,5,Ft Ben (Lawrence Township),641
2024,0.0,Trefoils,33,0,5,Ft Ben (Lawrence Township),641
2021,19.0,Samoas,33,3,2,Ft Ben (Lawrence Township),641
2022,9.0,Trefoils,33,3,3,Ft Ben (Lawrence Township),641
2021,18.0,"Do-Si-
Dos",33,3,2,Ft Ben (Lawrence Township),641
2021,14.0,Tagalongs,33,3,2,Ft Ben (Lawrence Township),641
2021,13.08333333,Trefoils,33,3,2,Ft Ben (Lawrence Township),641
2021,13.0,Lemon-Ups,33,3,2,Ft Ben (Lawrence Township),641
2021,4.0,"Toffee-
tastic",33,3,2,Ft Ben (Lawrence Township),641
2021,33.33333333,Thin Mints,33,3,2,Ft Ben (Lawrence Township),641
2022,9.583333333,Lemon-Ups,33,3,3,Ft Ben (Lawrence Township),641
2022,14.0,Adventurefuls,33,3,3,Ft Ben (Lawrence Township),641
2022,4.5,"Toffee-
tastic",33,3,3,Ft Ben (Lawrence Township),641
